userid,orderType
110102073126.0,0.007990055
110102073923.0,0.00011247012
110102112525.0,0.055482283
110102116023.0,0.0031519951
110102116124.0,0.34964493
110102116228.0,0.003801147
110102116324.0,0.0025107996
110102118961.0,0.00056016457
110102118969.0,4.26731e-05
110102173725.0,0.91334164
110102218067.0,0.004036379
110102233767.0,0.3046316
110102235866.0,0.9971762
110102271522.0,0.50868315
110102371027.0,0.007206956
110102416529.0,4.831168e-05
110102416629.0,0.9985044
110102418265.0,0.0034216698
110102435363.0,0.00022864921
110102435468.0,2.2417644e-05
110102473227.0,5.5010318e-05
110102473722.0,0.043944668
110102473726.0,0.0068092695
110102473823.0,0.010318453
110102516823.0,0.02737358
110102518364.0,0.0012259001
110102571020.0,0.0039477856
110102614469.0,0.016286122
110102616024.0,0.0027475227
110102616427.0,0.9998568
110102616924.0,0.00023260608
110102618366.0,0.00017298292
110102618561.0,0.0046940483
110102618764.0,0.0537614
110102673627.0,0.00071546866
110102712120.0,0.0007526371
110102712123.0,0.022415401
110102714366.0,0.0015149825
110102714469.0,7.474395e-05
110102716420.0,0.004816909
110102716620.0,0.0020018134
110102735360.0,0.98595744
110102735561.0,8.170678e-06
110102773624.0,0.005166383
110102773927.0,0.8331016
110102812625.0,0.0004102953
110102816320.0,0.0028544336
110102816325.0,0.0006859145
110102816721.0,8.2293736e-05
110102835465.0,0.001456821
110102835762.0,0.00029223278
110102871220.0,0.047365334
110102871228.0,0.032171845
110102873020.0,0.007294428
110102873026.0,0.10685632
110102912126.0,0.00010168577
110102912424.0,0.00983735
110102916926.0,0.009306051
110102918660.0,0.99981713
110102933067.0,0.0005919182
110102971021.0,0.00047168936
110102973320.0,0.0014853687
110102973729.0,0.007179125
110102973924.0,0.0030058858
110103010728.0,1.3618675e-05
110103018267.0,0.99885774
110103018466.0,0.13567759
110103018561.0,0.00020776341
110103035464.0,0.0032985054
110103073525.0,0.0012432341
110103112829.0,0.05952788
110103114566.0,0.0010893818
110103116221.0,0.0019771068
110103118065.0,0.33419198
110103118366.0,0.0564032
110103118465.0,0.0010837999
110103118869.0,0.00065488415
110103171221.0,0.012432278
110103171521.0,0.0036532902
110103212425.0,0.89628595
110103212522.0,0.005048699
110103216621.0,0.0066369334
110103218368.0,0.662726
110103218764.0,0.0032498955
110103233860.0,0.018474137
110103235660.0,0.0024509649
110103273729.0,0.08731244
110103273822.0,8.958668e-05
110103310263.0,0.0027384118
110103314762.0,0.038571835
110103316323.0,0.0012259568
110103318065.0,0.017254086
110103318467.0,0.0040763393
110103318469.0,0.0014482678
110103333868.0,0.012123104
110103373229.0,0.0014363957
110103373621.0,0.00046843637
110103373624.0,0.004556637
110103410325.0,0.0016679601
110103412220.0,0.99973804
110103412325.0,0.116357945
110103414068.0,0.0006584429
110103414663.0,0.014897242
110103414867.0,0.014174311
110103433064.0,0.0057971757
110103433760.0,0.00493277
110103435260.0,0.045670487
110103471221.0,0.02453913
110103471227.0,3.070246e-05
110103510325.0,0.108803526
110103512423.0,0.040402904
110103518066.0,0.046785187
110103518463.0,0.0017010577
110103518661.0,0.06876049
110103535467.0,0.0005354007
110103612126.0,0.84744483
110103612224.0,0.0010792002
110103616126.0,0.000104185514
110103616424.0,0.09145728
110103616921.0,0.00649278
110103633864.0,0.008889616
110103714268.0,0.011968291
110103714367.0,0.007844027
110103716621.0,0.00021423513
110103716623.0,0.15696266
110103718268.0,0.002978906
110103718464.0,0.09984214
110103735161.0,0.069261156
110103735266.0,0.02741126
110103735669.0,0.0005286625
110103735767.0,0.89093894
110103771527.0,0.0037485836
110103773926.0,0.07384305
110103814960.0,0.08242065
110103816326.0,0.9996772
110103816921.0,0.978791
110103835563.0,0.0054007573
110103914964.0,0.002854811
110103918061.0,0.001983501
110103918664.0,0.0002204987
110103933761.0,0.6123549
110103935165.0,0.0056545623
110103935264.0,0.001430639
110103935763.0,7.971382e-05
110103971521.0,0.0002798212
110103973129.0,0.0009560917
110104012523.0,0.0027113755
110104014167.0,0.0011776193
110104014560.0,0.13260257
110104016624.0,0.99844223
110104071022.0,1.179897e-05
110104073426.0,0.0005674468
110104073726.0,0.0011350823
110104073929.0,0.0008052403
110104112028.0,0.0015012573
110104114567.0,0.15013474
110104116822.0,0.0038370595
110104133069.0,0.005759302
110104135360.0,0.004512328
110104173022.0,0.3958503
110104173024.0,0.9871935
110104173321.0,0.023711931
110104173427.0,0.0050043925
110104212326.0,0.02546845
110104212427.0,0.021797149
110104212629.0,0.020413348
110104214166.0,0.00018055903
110104214366.0,0.0010660259
110104214666.0,0.008805089
110104216028.0,0.010040461
110104218764.0,0.021348879
110104235568.0,0.6345648
110104235863.0,0.9999703
110104235960.0,0.021480767
110104235969.0,0.00036963262
110104273020.0,0.6418858
110104312328.0,0.0141123785
110104316720.0,0.0067372313
110104318168.0,0.6860847
110104333864.0,0.0033323695
110104335264.0,0.06428912
110104335761.0,0.38732582
110104371525.0,0.0027650292
110104373225.0,0.0008424151
110104373524.0,0.021834325
110104373724.0,0.0010971345
110104414562.0,0.002627231
110104414566.0,0.009827374
110104414963.0,0.1278427
110104416321.0,0.4419512
110104416323.0,0.004368861
110104418063.0,0.012844181
110104418861.0,0.0009610893
110104433063.0,0.00038128303
110104435869.0,0.080177076
110104471220.0,0.8387
110104471527.0,0.0001700317
110104473424.0,0.0010518137
110104518869.0,0.19745457
110104573525.0,0.0002493288
110104573729.0,0.030874453
110104612025.0,0.8806365
110104612521.0,0.00066695514
110104614060.0,0.17365582
110104616124.0,0.01083406
110104618266.0,0.84589857
110104618763.0,0.0012246951
110104633863.0,0.00071397837
110104635166.0,0.0075422283
110104635360.0,0.011471214
110104635569.0,0.00026749226
110104673129.0,0.99956733
110104714167.0,0.99632156
110104735161.0,2.4406261e-05
110104735462.0,0.02782064
110104735661.0,0.00028623038
110104773629.0,0.00029534122
110104812725.0,0.0057942388
110104814967.0,0.004158526
110104816025.0,0.078731656
110104835068.0,0.0008795987
110104835468.0,0.02558229
110104835964.0,0.9505476
110104873422.0,0.0047260947
110104912721.0,0.011594362
110104914069.0,0.09132723
110104914661.0,0.001928921
110104918067.0,0.0023161639
110104918562.0,0.0016852394
110104933763.0,0.001966974
110104933868.0,0.86432785
110104971226.0,0.00025549217
110104971229.0,0.030361177
110104973125.0,0.002211539
110105016123.0,0.38575473
110105016425.0,0.00058711926
110105016520.0,0.007272139
110105033069.0,0.0015352578
110105035869.0,0.98115957
110105071026.0,0.5512343
110105116320.0,0.9994962
110105116327.0,0.9950653
110105116421.0,6.309506e-05
110105116622.0,0.28465727
110105118463.0,0.68819785
110105118562.0,0.00012462876
110105133761.0,0.027397206
110105135768.0,0.14547533
110105135961.0,0.99894863
110105171523.0,8.7772845e-05
110105173724.0,0.00829904
110105212325.0,0.99868053
110105214162.0,0.052960236
110105216127.0,0.0028323908
110105218765.0,0.03674794
110105271522.0,0.0018292625
110105273126.0,0.06990492
110105273323.0,0.00068773713
110105312921.0,0.0005209449
110105318961.0,0.022765918
110105333063.0,0.00021730807
110105333861.0,0.011840337
110105373820.0,0.00020590372
110105373824.0,4.537584e-05
110105373928.0,0.00030448235
110105416728.0,0.00041705646
110105418365.0,0.1718238
110105418761.0,0.004366058
110105435864.0,0.9990664
110105473220.0,0.017412674
110105473728.0,0.20903225
110105516120.0,0.016108783
110105516325.0,0.00028330882
110105518360.0,0.9192481
110105518964.0,0.007355993
110105533763.0,0.0020254208
110105535563.0,0.86600065
110105573723.0,0.5613988
110105616123.0,0.030826928
110105618266.0,0.03220122
110105635360.0,0.02259268
110105673022.0,0.00048703587
110105673522.0,0.0058705565
110105716020.0,6.535629e-05
110105716421.0,0.9728008
110105718969.0,0.0015015812
110105733867.0,0.00017690817
110105735160.0,7.1344955e-05
110105735568.0,0.0025405989
110105771524.0,0.003947238
110105773122.0,0.0039193947
110105816823.0,0.00040016472
110105816928.0,0.0009700657
110105818769.0,0.00014359699
110105916827.0,0.00022279224
110105916924.0,0.00043720187
110105918964.0,0.025631122
110105935863.0,0.020827709
110105971224.0,0.04405173
110105973521.0,0.020390611
110106016621.0,5.1047995e-05
110106018065.0,0.09224526
110106018169.0,0.0003715147
110106035466.0,0.1475133
110106035761.0,0.1154109
110106116423.0,0.9998275
110106135169.0,0.011401493
110106135863.0,0.0011820028
110106173122.0,0.0016456203
110106216329.0,0.040910944
110106233863.0,0.003907499
110106235061.0,0.00026926136
110106235164.0,0.1182446
110106273429.0,0.22602941
110106273920.0,0.16053262
110106316028.0,0.0009804682
110106318463.0,0.08077094
110106335466.0,0.00066435547
110106371527.0,0.001625108
110106373122.0,0.2996132
110106418266.0,0.9812579
110106418668.0,0.0033396515
110106435063.0,0.02251377
110106435464.0,0.8196397
110106473321.0,0.86549217
110106473428.0,0.0010136922
110106518266.0,0.0033225873
110106518269.0,0.066124015
110106535268.0,0.946063
110106573521.0,0.024889689
110106573825.0,0.0003756996
110106573929.0,0.00030113413
110106616820.0,0.00013724924
110106616920.0,0.02431902
110106635765.0,0.00034699796
110106673621.0,0.9836821
110106712326.0,0.0014142266
110106716229.0,0.010881014
110106716723.0,0.00040188924
110106735469.0,0.11397642
110106771021.0,0.0066993367
110106773625.0,0.013026797
110106814260.0,0.9656397
110106816924.0,0.0021316349
110106818263.0,0.00013762918
110106835662.0,0.0005750251
110106873926.0,0.0009994888
110106918869.0,0.0056832307
110106935163.0,0.00048693398
110106935561.0,0.0025036884
110106935968.0,0.003316077
110107010961.0,0.9996691
110107016529.0,0.026750708
110107016728.0,0.98523164
110107018363.0,0.0027710935
110107018364.0,0.0023357803
110107018466.0,2.5285728e-05
110107018560.0,0.013071443
110107035068.0,0.0024224853
110107073025.0,0.0015651777
110107110861.0,0.9859428
110107112465.0,0.004823352
110107112962.0,0.007243543
110107114068.0,0.0030391612
110107114367.0,0.99861026
110107114560.0,0.049843416
110107116827.0,0.0001514433
110107118263.0,0.0010889616
110107118663.0,0.011450561
110107135269.0,0.9853076
110107173822.0,0.23254889
110107212721.0,0.00014042454
110107212823.0,0.9789449
110107214066.0,0.4451159
110107214667.0,0.20725788
110107216429.0,0.0031705224
110107218262.0,0.005547891
110107218663.0,0.005532454
110107235167.0,0.031262014
110107235865.0,0.06987455
110107273221.0,0.99895346
110107273923.0,0.02410512
110107312424.0,0.013418707
110107312825.0,0.00015560148
110107314261.0,0.0025006356
110107314369.0,0.0038827686
110107316522.0,0.0021187498
110107316826.0,0.019448025
110107318769.0,0.015546787
110107373020.0,0.13277563
110107373221.0,0.9999716
110107410965.0,0.009465028
110107412123.0,0.0018738536
110107412168.0,0.85543305
110107412267.0,0.00017780869
110107414061.0,0.037774507
110107414662.0,0.00015153646
110107416164.0,0.003461783
110107418267.0,0.035838902
110107418663.0,0.00046164572
110107435466.0,0.08180851
110107435861.0,0.0014410081
110107473024.0,0.00017242221
110107473720.0,0.00514045
110107514365.0,0.0017896548
110107516825.0,0.013141396
110107518064.0,0.5061898
110107518068.0,0.001402079
110107533763.0,0.00039127044
110107533862.0,0.9950245
110107533865.0,0.0008636954
110107535163.0,0.017062526
110107535965.0,0.9701484
110107571022.0,0.186535
110107571226.0,0.00041989077
110107612122.0,0.00017662771
110107612322.0,0.0057024835
110107614069.0,0.003131842
110107614469.0,0.005658239
110107616423.0,0.8148153
110107635268.0,0.016450591
110107635464.0,0.4361114
110107714467.0,0.00035429327
110107716426.0,1.9508409e-05
110107733767.0,0.08407733
110107733863.0,0.0014320115
110107771023.0,0.025786702
110107814766.0,0.00034618875
110107814960.0,0.8594276
110107816224.0,0.004738282
110107818563.0,0.005965096
110107833862.0,0.0002087694
110107835263.0,0.0005003037
110107873220.0,0.4013079
110107873321.0,0.01095921
110107873325.0,0.0013415905
110107873724.0,0.99730957
110107910566.0,0.0004531015
110107910567.0,0.00046670792
110107910663.0,4.4207736e-05
110107910968.0,0.0013237131
110107914260.0,0.084672354
110107914766.0,0.0001624671
110107918466.0,0.94926035
110107935369.0,0.0005428761
110107971229.0,0.00024338016
110108014461.0,0.9990088
110108018164.0,0.0010886764
110108035168.0,0.9970246
110108071022.0,0.9992716
110108071023.0,0.008262364
110108073429.0,0.00026215834
110108110163.0,0.9842743
110108116628.0,0.00049513957
110108116926.0,0.00031648006
110108118160.0,0.06824641
110108118263.0,0.0015649579
110108133063.0,0.98884434
110108133869.0,0.073818855
110108135164.0,0.0010056065
110108135865.0,0.0019510039
110108171525.0,0.00074546575
110108173226.0,0.031969782
110108173321.0,0.06363787
110108212823.0,0.002848755
110108216021.0,0.023490425
110108216429.0,0.0009025515
110108218268.0,0.00082604383
110108233062.0,0.00048848346
110108233764.0,0.11814856
110108233765.0,0.19039135
110108314065.0,0.00071494933
110108314860.0,0.3218483
110108318660.0,0.00029606803
110108318765.0,3.2383115e-05
110108335063.0,0.00028425793
110108335764.0,0.4737824
110108335866.0,0.41947043
110108414560.0,0.00030095963
110108416728.0,0.002138425
110108418566.0,0.025890874
110108418669.0,0.0023963125
110108473625.0,0.051336907
110108514362.0,0.011462809
110108514365.0,0.0010438329
110108514464.0,0.34526163
110108518169.0,0.9995995
110108610069.0,0.0036609697
110108610369.0,0.002726521
110108610667.0,0.00061684195
110108610967.0,0.0004349235
110108614261.0,0.0017706536
110108614461.0,0.03067456
110108635063.0,0.1196643
110108673027.0,0.013241531
110108673620.0,0.0009510544
110108712120.0,0.98852986
110108716220.0,0.019405492
110108716225.0,0.71804714
110108716625.0,0.004881017
110108773024.0,0.99578494
110108773522.0,1.5370515e-05
110108773726.0,0.0051292838
110108814161.0,0.008500156
110108818064.0,0.9986935
110108835364.0,0.014430902
110108871028.0,0.22699383
110108871228.0,0.8542947
110108873028.0,0.0012269772
110108912326.0,0.0021287603
110108914162.0,0.00071706384
110108918863.0,0.008394735
110108971527.0,8.9389476e-05
110109014468.0,0.3041804
110109018463.0,0.00017322341
110109035164.0,0.17384265
110109035568.0,0.060934428
110109071522.0,0.00013954983
110109112622.0,0.00016725756
110109116021.0,0.9523317
110109116829.0,0.022807501
110109118562.0,0.003262138
110109118869.0,0.0002386839
110109133067.0,2.0912039e-05
110109135862.0,0.014319992
110109216125.0,0.5545118
110109216222.0,0.9980609
110109216623.0,0.14783238
110109218560.0,0.0066825463
110109218564.0,0.8732052
110109218764.0,0.017235281
110109218862.0,0.03917711
110109218864.0,0.00055045134
110109233762.0,0.010924161
110109233868.0,0.0010338584
110109235866.0,0.0012133417
110109273426.0,0.47862017
110109273624.0,0.043490633
110109273929.0,0.03231394
110109310125.0,0.0022223915
110109312620.0,0.99567837
110109316120.0,0.018365495
110109316523.0,0.0034441836
110109335862.0,0.01711867
110109373320.0,0.04844997
110109373728.0,0.00016174001
110109418160.0,0.0007685035
110109418163.0,0.00020077631
110109433760.0,0.00069797755
110109435467.0,0.00041439946
110109516021.0,0.00017025202
110109516928.0,0.0020812477
110109518562.0,0.0016918522
110109518664.0,0.00030641773
110109535266.0,0.11004655
110109573221.0,0.00090392766
110109612026.0,6.3313004e-05
110109612725.0,0.0015420715
110109612920.0,0.00063821865
110109616529.0,0.10772708
110109618060.0,0.00026158456
110109635368.0,0.0021154135
110109635566.0,0.037260085
110109712320.0,0.00064736156
110109712521.0,0.0068073734
110109712625.0,0.05205466
110109712723.0,0.00027805747
110109716125.0,0.00012005002
110109718167.0,0.0786552
110109718363.0,0.00036916672
110109771223.0,0.9714135
110109773226.0,0.001137605
110109773727.0,5.2445812e-05
110109773920.0,0.0012488485
110109810320.0,0.32002014
110109814368.0,0.0011932146
110109815327.0,0.0056361197
110109816026.0,0.10492437
110109818068.0,0.0014167601
110109818864.0,0.07528724
110109835066.0,0.006134713
110109835463.0,0.11006696
110109871225.0,0.7740265
110109871521.0,0.047036223
110109910128.0,0.013975088
110109910324.0,0.47914073
110109916720.0,0.10981536
110109916827.0,0.77247757
110109916929.0,0.56773907
110109933764.0,0.0006467094
110109935563.0,0.007336243
110109973020.0,0.0023783941
110109973122.0,0.27906334
110109973421.0,0.0003540056
110109973520.0,0.00031594044
110120010464.0,0.0020666036
110120011260.0,0.0022307362
110120012763.0,0.09056064
110120012967.0,0.23691876
110120014167.0,0.004377068
110120014368.0,0.0034968674
110120014561.0,0.0033165955
110120016364.0,0.005756261
110120017161.0,0.00096905703
110120019167.0,0.00029328838
110120019567.0,0.00035881033
110120019662.0,0.00021994728
110120035068.0,0.0066281087
110120035666.0,0.041534167
110120035968.0,0.0063201804
110120135260.0,0.003906443
110120135262.0,0.10029334
110120135969.0,0.00044698594
110120212560.0,0.00024170037
110120212960.0,0.0045573446
110120216463.0,0.021033041
110120219161.0,0.000109299624
110120235269.0,0.0005703271
110120235569.0,0.71051127
110120318261.0,0.0006016257
110120335869.0,0.00017848697
110120435262.0,0.008233749
110120435767.0,0.023803545
110120435964.0,0.0021876155
110120435966.0,6.9489564e-05
110120514166.0,0.0050740396
110120518163.0,0.000502902
110120518269.0,0.4376414
110120535561.0,0.00071149983
110120610260.0,0.00096449885
110120614560.0,0.004017251
110120614865.0,0.027417962
110120618362.0,0.022875266
110120618768.0,0.0014206743
110120633764.0,0.0006441462
110120635066.0,0.14235441
110120714961.0,0.00079405174
110120718066.0,0.024811545
110120718562.0,0.0024222834
110120733060.0,0.003028464
110120735468.0,0.0047365287
110120818465.0,0.4935833
110120818562.0,0.0027850259
110120835560.0,0.0036295573
110120914966.0,0.010387662
110120918667.0,0.0018849927
110120935266.0,0.001856938
110120935763.0,0.00058793655
110120935964.0,0.00020974665
110121035762.0,0.0015552101
110121173623.0,0.022330381
110121233863.0,0.02402469
110121233865.0,0.97748077
110121273127.0,0.0005769798
110121373922.0,0.0001583524
110121435463.0,0.91041714
110121435467.0,0.4014255
110121435865.0,0.001500755
110121473623.0,0.00013852936
110121533066.0,0.041728172
110121533761.0,0.008026765
110121573627.0,0.0012653894
110121633760.0,0.03222365
110121671522.0,0.0022754082
110121673724.0,0.00021110133
110121773427.0,0.9936767
110121833868.0,0.025926054
110121871520.0,0.020842222
110121873728.0,0.82121706
110121971528.0,0.00044488092
110122018168.0,0.009626658
110122035062.0,0.034545798
110122035068.0,0.042615253
110122035565.0,0.035523415
110122135160.0,0.022403557
110122135469.0,0.16458015
110122135862.0,0.0013057714
110122171522.0,0.00026414188
110122171526.0,1.2565968e-05
110122173429.0,0.0031035687
110122235265.0,0.0109795565
110122316823.0,0.014869376
110122373128.0,0.005555786
110122373828.0,0.22777528
110122435768.0,0.13241872
110122435866.0,0.039319314
110122435967.0,0.08928699
110122518269.0,0.00033912554
110122533864.0,0.085403346
110122535163.0,0.00017416212
110122535463.0,0.9912545
110122535768.0,0.1638173
110122573823.0,3.1697198e-06
110122718061.0,0.0026309658
110122733069.0,0.004307721
110122733860.0,0.00041870525
110122735260.0,0.0108694425
110122735968.0,0.025935387
110122773621.0,0.0021645795
110122773829.0,0.9979668
110122816322.0,0.00016953939
110122833061.0,0.1564107
110122835469.0,9.72686e-05
110122918166.0,0.0028871929
110122935666.0,0.0022014293
110122973224.0,0.24204727
110123171525.0,0.21320859
110123173023.0,0.0005706262
110123173726.0,0.25316387
110123335060.0,0.5461105
110123373420.0,0.00034236818
110123435969.0,0.9520814
110123535962.0,0.012411722
110123535967.0,0.8692723
110123571220.0,0.00029009557
110123633762.0,6.2652936e-05
110123633861.0,0.033979267
110123635969.0,0.20910203
110123671029.0,0.09856005
110123673728.0,0.0015384495
110123673928.0,0.00011555658
110123773724.0,0.19761008
110123833760.0,0.18737951
110123833867.0,0.99986964
110123873327.0,0.0075943214
110123873427.0,0.02267963
110123873528.0,0.0014495254
110123933763.0,0.0045414725
110123935268.0,0.00010424563
110124071228.0,0.038252987
110124173820.0,0.18469435
110124233769.0,0.005583239
110124235368.0,7.129318e-06
110124273628.0,0.9906337
110124371229.0,0.0001229893
110124373522.0,0.99880743
110124473222.0,6.7448535e-05
110124473223.0,0.00014483393
110124473322.0,0.00097529555
110124473425.0,0.0013020377
110124735261.0,0.70270514
110124871022.0,7.9063066e-05
110124871229.0,0.17687066
110124873229.0,0.00018510393
110124873423.0,0.00040050992
110124973928.0,0.0030063947
110125135063.0,0.56951475
110125135668.0,0.016855262
110125173721.0,0.00034316324
110125173927.0,0.0024853211
110125233767.0,0.104251616
110125235561.0,0.005194427
110125235864.0,0.019804945
110125271525.0,0.0011750791
110125273024.0,0.16313675
110125335665.0,0.030934935
110125371521.0,0.16589777
110125371523.0,0.20899807
110125535766.0,0.5372716
110125635869.0,0.033674184
110125673326.0,0.030004764
110125733864.0,0.98770916
110125735368.0,0.9958847
110125773220.0,0.00014400315
110125773526.0,0.00031381147
110125935664.0,0.9853747
110125971029.0,0.00026155813
110125971221.0,0.82896566
110126135661.0,0.17190358
110126135666.0,0.006144096
110126135768.0,0.00044778534
110126135966.0,0.27784365
110126333065.0,0.010249798
110126335668.0,0.013590848
110126435465.0,0.0012892386
110126518266.0,0.0029796867
110126535168.0,0.0008826631
110126635060.0,0.122053795
110126735261.0,0.0041305535
110126735467.0,0.052292097
110126735960.0,0.004537217
110126935469.0,0.004863225
110127035465.0,0.46963295
110127333865.0,0.1114176
110127635964.0,9.4989686e-05
110128133062.0,0.0047776657
110128333064.0,0.007908339
110128633760.0,0.066583514
110128733865.0,0.11865687
110128833067.0,0.0004761633
110128833860.0,0.016058791
110128835564.0,0.000559879
110128933865.0,0.7325407
110128933868.0,0.05568166
110129035169.0,0.9246859
110129035963.0,0.0008041204
