,userid,orderType
72,100000023847.0,0.00036337363959958137
73,110020671228.0,0.9909787366201815
74,110100014968.0,0.027404757607673604
75,110100016420.0,0.28782990944091935
76,110100016422.0,0.00032877874591882985
77,110100018261.0,0.10801171602532782
78,110100035666.0,0.015884542198676257
79,110100073025.0,0.06053804829021131
80,110100073927.0,0.997934810912915
81,110100116029.0,0.00045451459225412524
82,110100133766.0,0.01118901188838409
83,110100171523.0,0.0154786527543699
84,110100173226.0,0.4008927322328971
85,110100218469.0,0.02287910813696545
86,110100235669.0,0.0030977101349405445
87,110100316927.0,0.0024422334669501247
88,110100335267.0,0.0007997019148455591
89,110100371520.0,0.024925614711803004
90,110100373224.0,9.802115758443944e-05
91,110100412425.0,0.005892543875504828
92,110100418260.0,0.00020976935159674445
93,110100418567.0,0.7898433472107382
94,110100471522.0,0.0011100995735449065
95,110100471527.0,0.012217485456519905
96,110100473324.0,0.05853796811152423
97,110100512827.0,0.010577870525515377
98,110100514267.0,0.005408233786103199
99,110100516521.0,0.005085760176343147
100,110100516723.0,0.008230824007944072
101,110100516929.0,0.9998955907470669
102,110100535662.0,0.2863495042053904
103,110100573222.0,0.767373283243037
104,110100573627.0,0.00037844192471031893
105,110100614362.0,0.021729772317724223
106,110100614562.0,0.9988016748899013
107,110100618862.0,0.000908553602338168
108,110100635761.0,0.009156771609775948
109,110100673622.0,0.5944057138573294
110,110100673828.0,0.015706010567483643
111,110100735369.0,0.3783122750102173
112,110100816922.0,0.004513819157173728
113,110100818367.0,0.605114077260781
114,110100835466.0,0.0127970398579961
115,110100835868.0,0.04544037339020612
116,110100871522.0,0.8281376348551598
117,110100873722.0,0.30759634904555394
118,110100933760.0,0.851138977337995
119,110100973525.0,0.011764978238481
120,110101018063.0,0.011717591258876114
121,110101018362.0,0.00617548211780058
122,110101035263.0,0.0011112726323538238
123,110101071220.0,0.019469051909824956
124,110101071222.0,0.01906348112592123
125,110101071527.0,0.00772476784342414
126,110101073025.0,0.0026952267067724303
127,110101073225.0,0.6466455424661405
128,110101073822.0,0.0002484240433374959
129,110101112320.0,0.008655732463925106
130,110101114064.0,0.5252173673728736
131,110101114660.0,0.19858980257840625
132,110101118361.0,0.0005823273141783862
133,110101135467.0,0.0010285576567475873
134,110101173725.0,0.014130221007667487
135,110101210069.0,0.353850307673452
136,110101212223.0,0.003303041497969651
137,110101215122.0,0.4290697135946626
138,110101216420.0,0.011000548664827955
139,110101216527.0,0.46957716701299695
140,110101216821.0,0.0021981061428204907
141,110101217027.0,0.9996061389079234
142,110101217820.0,0.004906535984393839
143,110101217824.0,0.9827859581808145
144,110101218861.0,0.9996921434595687
145,110101233064.0,0.7496795452681343
146,110101273629.0,0.02385987974989964
147,110101273724.0,0.0007984636443674649
148,110101273826.0,0.0007446017499214292
149,110101273925.0,0.10409686534836655
150,110101312122.0,0.4397692262943488
151,110101314164.0,0.06759005243608263
152,110101316227.0,0.10429519359434992
153,110101316624.0,0.9927815404824266
154,110101335164.0,0.018216073614450722
155,110101335961.0,0.0031603327345608528
156,110101373120.0,0.012343938359851182
157,110101373626.0,0.002720279072197779
158,110101410927.0,0.9894901214818211
159,110101416523.0,0.9077121167277105
160,110101416629.0,0.2402967337511224
161,110101418269.0,0.857126723627721
162,110101418763.0,0.002432719078363413
163,110101433762.0,0.09701080286994819
164,110101435165.0,0.006620763028429438
165,110101435360.0,0.009790158669154279
166,110101435465.0,0.007614221508556589
167,110101471226.0,0.06890085395306736
168,110101473623.0,0.1099054754573032
169,110101512925.0,0.2863124330715742
170,110101516227.0,0.020046583190511478
171,110101516323.0,0.002610982381842432
172,110101518360.0,0.002847832682251846
173,110101518560.0,0.4479356230358065
174,110101535968.0,0.030984666085294276
175,110101610427.0,0.03942869963081369
176,110101610625.0,0.010807125677435357
177,110101610760.0,0.441713855433331
178,110101610768.0,0.6914285262883527
179,110101612027.0,0.0005518246861499524
180,110101612064.0,0.0378482837035805
181,110101615728.0,0.0012968568442659778
182,110101615828.0,0.006093390239391734
183,110101615925.0,0.0037913117815037475
184,110101616227.0,0.007493356665194261
185,110101616427.0,0.005446791043024528
186,110101616628.0,0.007231701513233507
187,110101616762.0,0.0021732645036722314
188,110101616863.0,0.007377486539041094
189,110101616867.0,0.0024526674286313097
190,110101616966.0,0.0006528019257048107
191,110101617522.0,0.01157636002507723
192,110101618860.0,0.29496925516283573
193,110101618964.0,0.40433488311245924
194,110101618967.0,0.0013896604133012713
195,110101673221.0,0.8181145980382022
196,110101673423.0,0.0453411185077578
197,110101712427.0,0.005809553408430708
198,110101712621.0,0.023439707416991966
199,110101712622.0,0.01013551125826759
200,110101714266.0,0.0038375476746880096
201,110101714568.0,0.015463111189019054
202,110101716420.0,0.03699415701336424
203,110101718064.0,0.06089684888721134
204,110101718461.0,0.025964892452143448
205,110101735567.0,0.00047064499855565227
206,110101771028.0,0.0008826417761146518
207,110101773127.0,0.03350401456924113
208,110101773722.0,0.0018285804373603062
209,110101773820.0,0.0014168041652527837
210,110101810162.0,0.005496737719737436
211,110101810364.0,0.9964459100742189
212,110101810367.0,0.9577153396087971
213,110101814963.0,0.07886107741644181
214,110101816628.0,0.04293687104571663
215,110101816826.0,0.0011518104908737538
216,110101816829.0,0.9708234392423157
217,110101818963.0,0.9470823152123634
218,110101833764.0,0.2750040259755087
219,110101871022.0,0.0021206596328541345
220,110101871223.0,0.04983828545074551
221,110101873420.0,0.07681643224905235
222,110101912122.0,0.006450138793204742
223,110101912224.0,0.048483625001549895
224,110101914166.0,0.010325311846456632
225,110101914465.0,0.22316840197899487
226,110101914466.0,0.006565508858343489
227,110101916529.0,0.0035037361093362236
228,110101916922.0,0.0020476186690329395
229,110101935966.0,0.0016150913690703038
230,110101973722.0,0.007126347695838627
231,110102012425.0,0.3599645886440377
232,110102012824.0,0.001932137858582227
233,110102012825.0,0.0009428987571317403
234,110102016124.0,0.0025779562799216294
235,110102016220.0,0.41933219077049794
236,110102033767.0,0.8030370756584903
237,110102035860.0,0.0012336520229159099
238,110102073126.0,0.020160370868737735
239,110102073923.0,0.0004685981096329712
240,110102112525.0,0.13289113591466273
241,110102116023.0,0.013304968731790469
242,110102116124.0,0.5144004651446508
243,110102116228.0,0.02422967806359425
244,110102116324.0,0.023112223227359046
245,110102118961.0,0.0015881862520440212
246,110102118969.0,0.000485641998807514
247,110102173725.0,0.777012881523614
248,110102218067.0,0.023875785910967638
249,110102233767.0,0.1770256249466945
250,110102235866.0,0.9895460864680169
251,110102271522.0,0.6701808807811099
252,110102371027.0,0.014009842127456625
253,110102416529.0,0.000764414109215945
254,110102416629.0,0.9970046102613733
255,110102418265.0,0.027174032147005586
256,110102435363.0,0.0009671993221100134
257,110102435468.0,0.00012375003857422362
258,110102473227.0,0.0006742589482999422
259,110102473722.0,0.04183932820394495
260,110102473726.0,0.025849857613714184
261,110102473823.0,0.022058207792888595
262,110102516823.0,0.032756371895512885
263,110102518364.0,0.004632415752996888
264,110102571020.0,0.005862597199588619
265,110102614469.0,0.012530422037651943
266,110102616024.0,0.058965279543085676
267,110102616427.0,0.9981956438153085
268,110102616924.0,0.0013474418185525508
269,110102618366.0,0.0008689106434107164
270,110102618561.0,0.017714820129503
271,110102618764.0,0.05534543308772658
272,110102673627.0,0.007670438058625071
273,110102712120.0,0.002606296071290767
274,110102712123.0,0.03962426253837051
275,110102714366.0,0.010131576009479561
276,110102714469.0,0.0019920044237803263
277,110102716420.0,0.010303731882151706
278,110102716620.0,0.005179547320702962
279,110102735360.0,0.9817033179273272
280,110102735561.0,0.00018440117401319217
281,110102773624.0,0.011811606479001379
282,110102773927.0,0.6686866180273506
283,110102812625.0,0.003935141569792091
284,110102816320.0,0.017559063226839037
285,110102816325.0,0.006792247630467725
286,110102816721.0,0.0006507396656175109
287,110102835465.0,0.0024469163474922073
288,110102835762.0,0.0016300570151319767
289,110102871220.0,0.025652888976950356
290,110102871228.0,0.039709388433475615
291,110102873020.0,0.031074303042685512
292,110102873026.0,0.15430111131647958
293,110102912126.0,0.0002954787819742115
294,110102912424.0,0.023655868257130903
295,110102916926.0,0.008087939252113078
296,110102918660.0,0.9994683898997145
297,110102933067.0,0.0016418093169673562
298,110102971021.0,0.005290935922911778
299,110102973320.0,0.006283902235248222
300,110102973729.0,0.004610250573767556
301,110102973924.0,0.009107955113651079
302,110103010728.0,0.0003994998706967334
303,110103018267.0,0.9876369774336015
304,110103018466.0,0.13295911265934482
305,110103018561.0,0.0018704297092122593
306,110103035464.0,0.007150203019740866
307,110103073525.0,0.0024330133782276856
308,110103112829.0,0.06456513167722443
309,110103114566.0,0.005191127414023216
310,110103116221.0,0.003411981995775858
311,110103118065.0,0.33584086461966955
312,110103118366.0,0.04105433226651514
313,110103118465.0,0.004420067901357789
314,110103118869.0,0.004978561765572685
315,110103171221.0,0.010040037491762467
316,110103171521.0,0.0090405705209396
317,110103212425.0,0.7477670005744375
318,110103212522.0,0.00944054614677802
319,110103216621.0,0.020073172118784333
320,110103218368.0,0.47945254973438217
321,110103218764.0,0.014720421010208724
322,110103233860.0,0.044705163069589514
323,110103235660.0,0.010305352953778095
324,110103273729.0,0.23100408685167031
325,110103273822.0,0.0006791684081176852
326,110103310263.0,0.006669256520989983
327,110103314762.0,0.011803329565663467
328,110103316323.0,0.004982813118701175
329,110103318065.0,0.06625648063657646
330,110103318467.0,0.0046098987775900135
331,110103318469.0,0.005796430113509043
332,110103333868.0,0.023984115487408583
333,110103373229.0,0.003124092314936127
334,110103373621.0,0.00295671165377931
335,110103373624.0,0.028147860809765935
336,110103410325.0,0.005464808236952276
337,110103412220.0,0.9979133652605207
338,110103412325.0,0.12836565702762104
339,110103414068.0,0.004893516896722553
340,110103414663.0,0.00707079217849855
341,110103414867.0,0.014688170406021328
342,110103433064.0,0.004918075486425167
343,110103433760.0,0.026593327365335963
344,110103435260.0,0.03002997576893665
345,110103471221.0,0.026107233152291593
346,110103471227.0,0.001235443715894115
347,110103510325.0,0.06421024476684889
348,110103512423.0,0.3512059224561355
349,110103518066.0,0.028268521066442696
350,110103518463.0,0.0027914811658552906
351,110103518661.0,0.11963521287790026
352,110103535467.0,0.00566993860286406
353,110103612126.0,0.8149714839557239
354,110103612224.0,0.005537954965766083
355,110103616126.0,0.0013811431611671365
356,110103616424.0,0.083264553288114
357,110103616921.0,0.02947789004486214
358,110103633864.0,0.024646588542784096
359,110103714268.0,0.03830925203708484
360,110103714367.0,0.00564680986859443
361,110103716621.0,0.0008739971541830117
362,110103716623.0,0.10974858525449406
363,110103718268.0,0.005569342355098104
364,110103718464.0,0.12544685409915787
365,110103735161.0,0.13118025343734901
366,110103735266.0,0.12831943175911897
367,110103735669.0,0.0011975263160739036
368,110103735767.0,0.769017088496361
369,110103771527.0,0.008623663661929619
370,110103773926.0,0.11247204498459883
371,110103814960.0,0.07353621007701228
372,110103816326.0,0.9978736602258833
373,110103816921.0,0.9485172940696792
374,110103835563.0,0.016975652399786836
375,110103914964.0,0.01715194220648648
376,110103918061.0,0.010225475055511234
377,110103918664.0,0.0009065637860018646
378,110103933761.0,0.3456184311610246
379,110103935165.0,0.010374691855558735
380,110103935264.0,0.005265288607273995
381,110103935763.0,0.0010922309457995652
382,110103971521.0,0.0007908653057767952
383,110103973129.0,0.0018583529031161406
384,110104012523.0,0.0028510928879472938
385,110104014167.0,0.004165759808649111
386,110104014560.0,0.12419865233447838
387,110104016624.0,0.9301391036545147
388,110104071022.0,0.0002875914181564867
389,110104073426.0,0.0030534648338401697
390,110104073726.0,0.0036933218426250516
391,110104073929.0,0.002622593422083565
392,110104112028.0,0.0056488496248734005
393,110104114567.0,0.13830329367108357
394,110104116822.0,0.005717123955741266
395,110104133069.0,0.01768296570475568
396,110104135360.0,0.02573724115934628
397,110104173022.0,0.19914709068000225
398,110104173024.0,0.9684944680988378
399,110104173321.0,0.015723213528809704
400,110104173427.0,0.011559023259236564
401,110104212326.0,0.02029549183499793
402,110104212427.0,0.05362717125204761
403,110104212629.0,0.011802079209664666
404,110104214166.0,0.001450315854151663
405,110104214366.0,0.0034396116364415795
406,110104214666.0,0.026202265391088702
407,110104216028.0,0.022353209703096004
408,110104218764.0,0.04115868594136047
409,110104235568.0,0.4320845640096146
410,110104235863.0,0.9998738131721484
411,110104235960.0,0.02062821264046119
412,110104235969.0,0.001014099852342225
413,110104273020.0,0.6562407749100199
414,110104312328.0,0.013493976990357846
415,110104316720.0,0.02639553415016565
416,110104318168.0,0.597723761139506
417,110104333864.0,0.0056059803229641155
418,110104335264.0,0.05203202049043308
419,110104335761.0,0.465097625701441
420,110104371525.0,0.009528945928096774
421,110104373225.0,0.004213759484504599
422,110104373524.0,0.05520180194593703
423,110104373724.0,0.016652720148249606
424,110104414562.0,0.01149103069371963
425,110104414566.0,0.008766832916255867
426,110104414963.0,0.14045513828065548
427,110104416321.0,0.4102241607606816
428,110104416323.0,0.011302920538075375
429,110104418063.0,0.017620913275740988
430,110104418861.0,0.009854866183630573
431,110104433063.0,0.012665138727396273
432,110104435869.0,0.09970187809452619
433,110104471220.0,0.8438157025807564
434,110104471527.0,0.0004255047697299786
435,110104473424.0,0.0015285899138908713
436,110104518869.0,0.058054498015364345
437,110104573525.0,0.0011330797185610674
438,110104573729.0,0.042819531965981886
439,110104612025.0,0.8138752234118448
440,110104612521.0,0.005006624259668741
441,110104614060.0,0.20053966465328257
442,110104616124.0,0.030361899160301645
443,110104618266.0,0.5866261501637723
444,110104618763.0,0.006444129610242806
445,110104633863.0,0.002480900107654637
446,110104635166.0,0.035151843579696015
447,110104635360.0,0.021877307166483083
448,110104635569.0,0.007947609576851453
449,110104673129.0,0.9907363332431534
450,110104714167.0,0.9794743615262814
451,110104735161.0,0.00035813426552244585
452,110104735462.0,0.03945636381821374
453,110104735661.0,0.0018578703076874644
454,110104773629.0,0.0012280167510521792
455,110104812725.0,0.008982346812461094
456,110104814967.0,0.009451211649738094
457,110104816025.0,0.05873079007947276
458,110104835068.0,0.002295649594244902
459,110104835468.0,0.0632269102417863
460,110104835964.0,0.966028442297261
461,110104873422.0,0.015645339764407823
462,110104912721.0,0.05743686298376993
463,110104914069.0,0.21298998747551495
464,110104914661.0,0.013134968446304572
465,110104918067.0,0.006737490366340409
466,110104918562.0,0.005577391228797558
467,110104933763.0,0.006165993050615716
468,110104933868.0,0.8813636253851953
469,110104971226.0,0.004478264650781229
470,110104971229.0,0.02974564999691916
471,110104973125.0,0.009478380401605736
472,110105016123.0,0.5990538308377779
473,110105016425.0,0.0008659945541391065
474,110105016520.0,0.01005801143930116
475,110105033069.0,0.00859157698272494
476,110105035869.0,0.9591906020526632
477,110105071026.0,0.5562488704312349
478,110105116320.0,0.9979543269324994
479,110105116327.0,0.8790635074896326
480,110105116421.0,0.0006819594984769713
481,110105116622.0,0.3253245311583082
482,110105118463.0,0.812818911932733
483,110105118562.0,0.00037052693369868443
484,110105133761.0,0.018943530965199063
485,110105135768.0,0.07044834172904586
486,110105135961.0,0.9634279578075979
487,110105171523.0,0.0005930053860769113
488,110105173724.0,0.0067848577219548935
489,110105212325.0,0.9472186049421732
490,110105214162.0,0.06738100262883413
491,110105216127.0,0.004758761210216176
492,110105218765.0,0.0732943253024854
493,110105271522.0,0.005668363415516661
494,110105273126.0,0.09389347580295365
495,110105273323.0,0.0037732512003868083
496,110105312921.0,0.004152221198738196
497,110105318961.0,0.05282549362559926
498,110105333063.0,0.0008787437173933299
499,110105333861.0,0.01645059542014924
500,110105373820.0,0.0006002388037993567
501,110105373824.0,0.0005169830211067913
502,110105373928.0,0.022357911127179612
503,110105416728.0,0.0013342245358534688
504,110105418365.0,0.21842811165801182
505,110105418761.0,0.020908729270985707
506,110105435864.0,0.99858540948892
507,110105473220.0,0.02443683426307407
508,110105473728.0,0.31212707745239776
509,110105516120.0,0.023911777802851975
510,110105516325.0,0.002395327008202805
511,110105518360.0,0.7408554730692889
512,110105518964.0,0.010368819654258244
513,110105533763.0,0.007261960195106481
514,110105535563.0,0.8304034154501286
515,110105573723.0,0.32309693093602365
516,110105616123.0,0.022430291062219047
517,110105618266.0,0.024223176054675943
518,110105635360.0,0.02010231403317713
519,110105673022.0,0.006570366202046569
520,110105673522.0,0.021275107922758052
521,110105716020.0,0.0009480507235938656
522,110105716421.0,0.8659990620465413
523,110105718969.0,0.0042404296909893035
524,110105733867.0,0.001596182462826513
525,110105735160.0,0.0005273602335450492
526,110105735568.0,0.07123775179947422
527,110105771524.0,0.022681166105737158
528,110105773122.0,0.00556881149291963
529,110105816823.0,0.004624515484937989
530,110105816928.0,0.0017547478184131346
531,110105818769.0,0.00323611873937794
532,110105916827.0,0.0015026330159225235
533,110105916924.0,0.002116585617551686
534,110105918964.0,0.008106246743822855
535,110105935863.0,0.04844617604640976
536,110105971224.0,0.0651792966352472
537,110105973521.0,0.012010695779070608
538,110106016621.0,0.00023332862094681232
539,110106018065.0,0.11818893033339768
540,110106018169.0,0.0018136874475927977
541,110106035466.0,0.11750174387878987
542,110106035761.0,0.0877376179177752
543,110106116423.0,0.9995654185609454
544,110106135169.0,0.013963326368245306
545,110106135863.0,0.007234925571531339
546,110106173122.0,0.0027258639134640473
547,110106216329.0,0.07577110816830344
548,110106233863.0,0.026645606607078626
549,110106235061.0,0.005085778806578072
550,110106235164.0,0.12891237600352484
551,110106273429.0,0.4055995475478985
552,110106273920.0,0.2173918331119762
553,110106316028.0,0.0022382253585948174
554,110106318463.0,0.06410085996523739
555,110106335466.0,0.002786555777407053
556,110106371527.0,0.0022312039863540307
557,110106373122.0,0.3387317803001828
558,110106418266.0,0.8569820565827736
559,110106418668.0,0.005962356834524864
560,110106435063.0,0.0954930880362981
561,110106435464.0,0.7880399151841475
562,110106473321.0,0.8625058989051841
563,110106473428.0,0.0004050804891195597
564,110106518266.0,0.007968393587600474
565,110106518269.0,0.09174941473988801
566,110106535268.0,0.9738313744742801
567,110106573521.0,0.03225503480305372
568,110106573825.0,0.005847766543397305
569,110106573929.0,0.0023769250249918994
570,110106616820.0,0.0014679869414555445
571,110106616920.0,0.044831905881471054
572,110106635765.0,0.0011550009164795695
573,110106673621.0,0.9102076404838213
574,110106712326.0,0.004865410514111666
575,110106716229.0,0.019837322179227346
576,110106716723.0,0.0019868002762014176
577,110106735469.0,0.11869135801383845
578,110106771021.0,0.02079440589534018
579,110106773625.0,0.06325828147201225
580,110106814260.0,0.9410438201923075
581,110106816924.0,0.006030223966254358
582,110106818263.0,0.002836460561202042
583,110106835662.0,0.001839306722777132
584,110106873926.0,0.0022609531468266867
585,110106918869.0,0.018766143164710397
586,110106935163.0,0.003083152497765922
587,110106935561.0,0.002602102110901171
588,110106935968.0,0.031478567316384674
589,110107010961.0,0.9985035019778125
590,110107016529.0,0.038571396329230505
591,110107016728.0,0.7923635734363572
592,110107018363.0,0.002577780897643093
593,110107018364.0,0.00252765679909366
594,110107018466.0,0.00022955874682224523
595,110107018560.0,0.020104157406193868
596,110107035068.0,0.0026023092335804737
597,110107073025.0,0.004632491406803971
598,110107110861.0,0.8958799038530578
599,110107112465.0,0.004556240401414065
600,110107112962.0,0.08254362967878807
601,110107114068.0,0.0029128185668199874
602,110107114367.0,0.9983542122255834
603,110107114560.0,0.07023535686147465
604,110107116827.0,0.0005055679049617675
605,110107118263.0,0.004779888942422645
606,110107118663.0,0.02752741136228195
607,110107135269.0,0.9190708105720711
608,110107173822.0,0.43909585167671017
609,110107212721.0,0.0021936456304352324
610,110107212823.0,0.9050391328222132
611,110107214066.0,0.23156240972032044
612,110107214667.0,0.12174792548036693
613,110107216429.0,0.00669754249159831
614,110107218262.0,0.011294149130872401
615,110107218663.0,0.029707045586963906
616,110107235167.0,0.02231326366088567
617,110107235865.0,0.11735420037275614
618,110107273221.0,0.9984557411291611
619,110107273923.0,0.04170714293720969
620,110107312424.0,0.028192009142779032
621,110107312825.0,0.001443203775620922
622,110107314261.0,0.0067499733192216025
623,110107314369.0,0.009421917726963287
624,110107316522.0,0.004805344610877285
625,110107316826.0,0.02096980085004718
626,110107318769.0,0.11792798925049684
627,110107373020.0,0.4927415751515214
628,110107373221.0,0.9998767852578403
629,110107410965.0,0.014525901794297101
630,110107412123.0,0.00513542953839886
631,110107412168.0,0.7170792881777208
632,110107412267.0,0.0007252776029717364
633,110107414061.0,0.05507251444578014
634,110107414662.0,0.0021265784460193695
635,110107416164.0,0.012977089965588181
636,110107418267.0,0.29855691461770645
637,110107418663.0,0.0009478170635254384
638,110107435466.0,0.07002301259821851
639,110107435861.0,0.006232656014251356
640,110107473024.0,0.018984436425640065
641,110107473720.0,0.005389525870835085
642,110107514365.0,0.009676592458079607
643,110107516825.0,0.04360236804836404
644,110107518064.0,0.24370218853245193
645,110107518068.0,0.003904675581592222
646,110107533763.0,0.0011887150541246426
647,110107533862.0,0.9931563423218321
648,110107533865.0,0.003593967738652842
649,110107535163.0,0.024644581031380463
650,110107535965.0,0.9148646695148471
651,110107571022.0,0.15534453505153123
652,110107571226.0,0.012402958532934877
653,110107612122.0,0.0019835627297358676
654,110107612322.0,0.022611008914624937
655,110107614069.0,0.006401009729172047
656,110107614469.0,0.010498326861543825
657,110107616423.0,0.8883263112129592
658,110107635268.0,0.013732250029936418
659,110107635464.0,0.3891697777446925
660,110107714467.0,0.00299923684856577
661,110107716426.0,0.0002122444919597696
662,110107733767.0,0.12367778873603116
663,110107733863.0,0.012628334714894317
664,110107771023.0,0.009467195617331076
665,110107814766.0,0.001095358787066256
666,110107814960.0,0.7682229944589102
667,110107816224.0,0.006888737519990705
668,110107818563.0,0.004698120296020651
669,110107833862.0,0.0008185772432261893
670,110107835263.0,0.0011237220879679502
671,110107873220.0,0.3093950111512439
672,110107873321.0,0.00890570407467785
673,110107873325.0,0.003763051517284381
674,110107873724.0,0.9847372555596687
675,110107910566.0,0.006977697218169472
676,110107910567.0,0.0006456699506557067
677,110107910663.0,0.00044791525825479907
678,110107910968.0,0.0032701195447554956
679,110107914260.0,0.07491538335526995
680,110107914766.0,0.0030922923388664028
681,110107918466.0,0.8320064781684055
682,110107935369.0,0.002140466040027629
683,110107971229.0,0.002193786318303338
684,110108014461.0,0.998409402357539
685,110108018164.0,0.004146988804431255
686,110108035168.0,0.9878454586890043
687,110108071022.0,0.9864305551469504
688,110108071023.0,0.009395141344507616
689,110108073429.0,0.0008366765509355014
690,110108110163.0,0.8205596127580835
691,110108116628.0,0.001941567755323182
692,110108116926.0,0.0009977775374230458
693,110108118160.0,0.08998806515951097
694,110108118263.0,0.005641552456368178
695,110108133063.0,0.9456935545155548
696,110108133869.0,0.057958792047472
697,110108135164.0,0.006798371547195168
698,110108135865.0,0.009157562404947604
699,110108171525.0,0.001579391625008185
700,110108173226.0,0.06920339916579638
701,110108173321.0,0.06835126542686354
702,110108212823.0,0.006303331136068771
703,110108216021.0,0.05640870282105976
704,110108216429.0,0.003078024246812002
705,110108218268.0,0.010328152711953777
706,110108233062.0,0.0015142704618084852
707,110108233764.0,0.12805190274047246
708,110108233765.0,0.3425863506363202
709,110108314065.0,0.008540481550422824
710,110108314860.0,0.30959753767248355
711,110108318660.0,0.0027807120430373444
712,110108318765.0,0.00026507681162054757
713,110108335063.0,0.0004624591632590905
714,110108335764.0,0.4781736728755326
715,110108335866.0,0.4164460743672542
716,110108414560.0,0.001438986071584075
717,110108416728.0,0.017853509173760943
718,110108418566.0,0.038511565643613396
719,110108418669.0,0.001664537017035966
720,110108473625.0,0.03191632229437146
721,110108514362.0,0.01874221931591183
722,110108514365.0,0.004893098109994767
723,110108514464.0,0.2583004216238609
724,110108518169.0,0.9980130719732718
725,110108610069.0,0.014328523259351189
726,110108610369.0,0.0048109929400345156
727,110108610667.0,0.0038080320587575932
728,110108610967.0,0.003591850226496956
729,110108614261.0,0.011395407610344792
730,110108614461.0,0.02666327990400179
731,110108635063.0,0.08444638349738495
732,110108673027.0,0.015832870103387544
733,110108673620.0,0.002709206778221323
734,110108712120.0,0.9685492468233932
735,110108716220.0,0.021737570073846905
736,110108716225.0,0.7691481627321102
737,110108716625.0,0.006402453465445674
738,110108773024.0,0.9920455027173996
739,110108773522.0,0.00013964884210434738
740,110108773726.0,0.007893038482369335
741,110108814161.0,0.019162893566742868
742,110108818064.0,0.9862942490796307
743,110108835364.0,0.07979143487700069
744,110108871028.0,0.4008791022598238
745,110108871228.0,0.9429307720305519
746,110108873028.0,0.0024195928869554803
747,110108912326.0,0.012523916813204614
748,110108914162.0,0.028341299007087165
749,110108918863.0,0.0256312114222819
750,110108971527.0,0.0008255633233298856
751,110109014468.0,0.3008248780751234
752,110109018463.0,0.0022529821389647826
753,110109035164.0,0.046892207622924106
754,110109035568.0,0.06979741861087822
755,110109071522.0,0.0011862286670817923
756,110109112622.0,0.001343780084998991
757,110109116021.0,0.9209752405748138
758,110109116829.0,0.02971914867339786
759,110109118562.0,0.0020139351215222524
760,110109118869.0,0.0022477654670844853
761,110109133067.0,0.0005334671750562863
762,110109135862.0,0.06076527749368291
763,110109216125.0,0.6787832992381848
764,110109216222.0,0.99451397737159
765,110109216623.0,0.10115873396765422
766,110109218560.0,0.010049283719233654
767,110109218564.0,0.7821301741654615
768,110109218764.0,0.08738928035407616
